date,text
1/6/20 21:01,You should get a spot near Ohio State so all the college student can pick up their caffeine on the way/from classes as an alternative to them drinking coffee.
1/6/20 20:47,"Bio- Terrorist ? @Walmart maybe If the ""United Health Care"" Wellness Card Actually ~ Worked ~ at Local Store , so 2 Hours of Data Wasted , just to be Informed U have Pick Items Up at Store ! https://twitter.com/thehill/status/1214266638423543808"
1/6/20 20:42,"I just used Walmart pick up for the first time, and my life will never be the same."
1/6/20 20:02,Winco is when i got a couple hundos to spend. Otherwise I’m in Walmart for the weekly pick ups lol. I hate the grocery store in general lmfao so I’m only pulling up when i got dolllaaaassss lmao
1/6/20 20:01,A multi millionaire comedian who never shys away from the privileged position he’s come to be in. It’s actually refreshing to have that honesty in someone’s act compared to the Kevin Harts of the world who still try and peddle they pick up the kids from school &amp; shop at Walmart 
1/6/20 19:52,Walmart pick-up is a fuckin game changer for us Anti-social women 
1/6/20 19:40,mom u forgot to pick me up from walmart i’m at the police station rn 
1/6/20 18:41,I do Walmart pick up every week. And it’s the best especially being pregnant and having Catalina i don’t have to wait in those lines or anything
1/6/20 18:23,"*picks cousin up Cousin: ok let’s go, yo just gotta stop at Walmart, target, shoprite, Trader Joe’s, South Africa and chipotle then we’ll be ready to go me looking at my gas gauge: "
1/6/20 17:50,Used Walmart pick up for the first time .. wow I’m grown.
1/6/20 17:38,"What a crappy thing to do. You can pick up head lice from stores, too. Be careful about trying on hats or testing pillows that aren't in plastic. Bedbugs were released in a Pennsylvania Walmart and now police are investigating "
1/6/20 17:26,"Walmart has 9 different generic BC pill options for a mere $9 a month. What the hell do they want? Do they want others pay for it, pick it up, AND make sure they take it as directed?"
1/6/20 17:02,i ordered poly gel nail stuff i’ve been DYING to do it and i haven’t been able to find an LED lamp at walmart. so i order it ON WALMART and it SAID next day pick up THAT WAS 4 days ago. i have to wait until tomorrow and i just want my nails did 
1/6/20 16:35,Ordered something on Walmart from Missouri so that my daughter can pick it up in Mississippi. Not available until Wednesday? It’s two boxes of goldfish!!!??? And it’s shipping fedex? Inefficient much?
1/6/20 15:34,"So @Walmart tell me why they’re not even cut yet? If something is ready thirty minutes ago, I fully expect it to go pick it up, pay and leave. Not sit around waiting for 25 prints to be cut. Seriously. Do better with your hires. "
1/6/20 15:32,Remind me why I even go to @Walmart ? Oh yeah that’s right? Our Target got rid of their photo center. So Not only was no one at the photo center when they opened at 9 AM but I get the text a whole 30 minutes ago that my prints are ready for pick up.
1/6/20 15:26,The ring set with Triple H & John Cena Figures is down to $15 at Walmart with the Christmas Clearance. It’s very tempting to pick up now.
1/6/20 15:22,I ordered stuff for Walmart pickup and there’s only soccer moms in the pick up spots too....so am I a soccer mom now ?
1/6/20 15:20,Y’all probably just pick up the cereal and go Walmart got some heat in there
1/6/20 15:17,"Shevwentbto WalMart to pick up a simple prescription a week or so ago, the line to the pharmacy was bacled up to the enterence with sick coughing folks with flu and colds and whatever, few days later she had to go to the doctor, been sick all last week had her in bed ."
1/6/20 15:12,@Walmart I thought I would give your pick up tower a chance. Ordered 2 books. Of course found out it was broken and no one in the store can gain physical access to the products inside it if its broken. Won't use again. Thanks for ruining my morning.
1/6/20 14:08,Another day another Walmart pick up order
1/6/20 13:03,I order my groceries online so often that I’ve started acting like the girl at the Walmart pick up center is my plug.
1/6/20 11:57,"LOL I had a Walmart pick up with 72 items and when I got to the house they said that's not there order, so I call DD and they tell me I can return the food to Walmart for $3 or do whatever with it lol was that even an option? Free groceries it was!!!"
1/6/20 8:53,Try Best Buy online and do a in/store pick-up
1/6/20 8:38,"Business people are best at spending as little money as possible. Once the technology is here and available they will pick it up, even more so the more money their cutting. I mean look at Walmart, McDonald’s, Taco Bell; they’ve all got self serve kiosks."
1/6/20 7:26,So I went to Walmart to pick up some stuff to make brownies for Thursday. I’m in the isle MINDING MY BUSINESS &amp; this man (maybe In his late 30’s early 40’s) asked me if I knew how to make a brisket. I was like noo I’ve never made a brisket before lol..
1/6/20 4:10,I just realized I have used @WalmartPickup 3 times this week. I love the convenience and I may have a problem. 
1/6/20 4:03,"Business people are best at spending as little money as possible. And we know that because they take advantage of the working man. Once the technology is here and available they will pick it up. I mean look at Walmart, McDonald’s, Taco Bell; they’ve all got self serve kiosks"
1/6/20 4:03,my racist ass family members came to pick up my kid from my crib and stopped at walmart after. Then texted “u know u live in the hood when theres police call buttons and cameras in the parking lot”... the fact that they didnt assume its maybe for women ? Or just safety in general
1/6/20 3:30,"10/10 recommend Walmart pick up..... you’ll save money by not buying unnecessary shit they have on display AND you don’t have to worry about being kidnapped by sex traffickers........ And, nobody likes going to Walmart."
1/6/20 2:58,@Walmart do y’all always pick out rotten/half eaten items when doing grocery pick up? 
1/6/20 2:28,Hello Twitterland! Does anyone else experience a 4-hour wait time when using @Walmart Store Pick-up?
1/6/20 2:22,"A customer at Walmart tried really really hard to set me up with her son today. I was very confused, it started when I helped her pick out paint for her bathroom and said that otters were water sausages."
1/6/20 1:59,"ANNUAL SOCK DRIVE: Ship directly to me at 3040 E. First, 90803. Or, when you're at Costco, Walmart, Target or another retailer, please pick up a big pack of socks for kids and for adults for our sock drive for... https://www.facebook.com/JustinRudd/posts/10220437812672066"
1/6/20 1:56,I leave the gym and run into Walmart to pick up a few items. Trying to make wise choices I grab a bag of pistachios in the checkout line (REALLY wanted the bag of Funyuns) I eat the bag and something tells me look at nutrition label. Alrighty then....I just had 2.5 servings! 
1/6/20 1:42,crying in the walmart restroom lmaoooo...anyways who wants to come pick me up and help me run awayyyy i have $40 
1/6/20 1:10,"Pandora must think me going to do my grocery pick-up at @Walmart is my version of @ShaniaTwain's ""Man I Feel Like a Woman."" It plays every single time I go!"
1/6/20 0:53,@Walmart can you give some insight into why my grocery pickup order was cancelled without any explanation? Customer Service tried to help but no one at the Irving Store (2649) would pick up the phone
1/6/20 0:18,"@Walmart I’ve been sitting at your store for 45 minutes waiting on my pick up order. 5 items were taken off due to being “out of stock”. I’m unsure as to how eggs, milk, turkey, and strawberries can be out of stock instead of substituted. This is ridiculous."
1/5/20 23:20,@Walmart I've been in the pick up lane for close to an hour now. I don't wanna sound disrespectful but I could have went and got everything myself for as long as this is taking. I am out the Lakewood Colorado store located on Wadsworth and Colfax. This is ridiculous.
1/5/20 23:16,"if you want a pair of yeezys, go to walmart and pick up a pair of their all black athletic shoes. it’s basically the same thing."
1/5/20 23:10,Sooo @Walmart are we really allowing your employees to tell grocery pick up customers that they don’t have their order ready when it’s suppose to be because its completely random and “not their problem” and to just come back the next day or get over waiting 2 more hours?
1/5/20 22:58,"@Walmart your drive up is a joke. I literally could've gone in, shopped the list myself, and delivered it. Instead? Still waiting in line for a spot just to pick up. I guess you have as many pickers as cashiers right? #amazonandtargetkickingurass #stillwaiting #whatajoke"
1/5/20 22:38,Good Times! My daughter Kd barbacking for me. Don’t forget to pick up a copy of our book everywhere books are sold. Link in bio . .Amazon Target Barnes&amp;Nobel Walmart http://tropical-cocktails.com @Southern California https://www.instagram.com/p/B69Hui1ARKK/?igshid=8sbrj0t7njw1
1/5/20 22:37,Am I supposed to tip Walmart grocery pick up? 
1/5/20 22:25,I'm on 34 catching up right now. There's 39 episodes right now. Beginning is kinda slow and meh but it does pick up and I do enjoy this one a lot. I also do think Kyoryuger is definitely the better Dino Sentai right now. Ryusoulger is like.. the target/walmart version 
1/5/20 21:13,"We will pick up your Walmart order, delivery to your house and then prepare the Best meals, ever! https://www.instagram.com/p/B68-C57BHzU/?igshid=1op7aly8xpqfo"
1/5/20 21:01,I’ve been sitting at the Walmart pick up for 20 minutes now?! At this rate I could’ve went inside and shopped myself. #Walmart #walmartpickupfail #defeatsthepurpose @Walmart
1/5/20 20:41,"I knew using Schillinger Walmart for Walmart pick up would be a mistake, yet I did it anyway.. and here I am just sitting here waiting going on 30 minutes now."
1/5/20 20:34,Yeah can pick up every local channel except for fox. A guy a Best Buy and an employee at Walmart said they can’t up fox on antenna either.
1/5/20 20:30,Used Walmart Grocery Pick up for the first time. App was easy to use. Order was easy to pick up but my 41 items came in 26 plastic bags... won’t be using it again for the environmental impact alone.
1/5/20 20:19,bout 2 go 2 walmart not excited only gotta pick up one thing tho so jus like in n out or whatever
1/5/20 20:02,My aunt and uncle gave me a walmart gift card for Christmas. I’m deeply hurt but I also need to pick up beer and light bulbs later so it’s kind of a wash
1/5/20 20:00,can u pick me up something at walmart
1/5/20 19:54,"@Walmart just had a very frustrating experience with Phil, manager of Arroyo Crossing store in Las Vegas. Trying to order toys for my niece for pick up. One item I want is limited quantities and I’m trying to order now so I can pick up Saturday. But Phil"
1/5/20 19:51,The grocery pick up at walmart is such a fuckin dandy. Fuck going inside
1/5/20 19:33,I’m at Walmart and the store pick up lady asked if my last name is really Moody... brb I’m gonna go cry for a bit 
1/5/20 19:20,If Walmart grocery pick up could hurry up that be great. Sitting in the parking lot for almost an hour and my order still isn’t ready..
1/5/20 19:16,We gotta go to three stores tomorrow so I did grocery pick up from Walmart. We only have to run into Sam’s for water and the trip to KS will be quick.
1/5/20 19:13,"So, I’ve been arguing with myself about paying delivery fees for grocery delivery. Today I made the grown-up decision to use pick-up instead. Now I’m sitting outside Walmart with a dead battery and a car full of... https://www.facebook.com/1292494824/posts/10215637499472523/"
1/5/20 19:11,Gonna roll into Walmart with a child that’s ready for a nap. Really kicking myself for not doing a pick up order.
1/5/20 18:24,@Walmart I understand it’s “free” pick up but you shouldn’t even give the service or time slots if it’s going to take 40 minutes of sitting here lol
1/5/20 18:18,"We're glad you like our Grocery Pick Up option, Lizzle! "
1/5/20 18:10,@Walmart @StopandShop please let us tip the workers who bring us our orders when we go to pick up. It’s absolutely disgusting that you threaten their jobs over taking tips.
1/5/20 18:08,"My boyfriend is really smart. But is he smart enough to know that he should get me a giant stuffed animal for Valentine’s Day because I’ve talked about wanting one for over a year, and every time we go to Walmart and I see them I HAVE to pick one up? Probably not. "
1/5/20 17:28,@Walmart nothing like wasting your Sunday by waiting over an hour for grocery pick up that you said was ready for pick up... somehow my wife convinced me to use you... never again
1/5/20 17:26,"hey if you're going to walmart can you pick me up a 52"" UHD plasma TV with HDR capabilities? thanks man i'll spot you next time"
1/5/20 17:09,"Just so everyone knows, Walmart definitely had an ad for a @SnoopDogg-brand bong (they’ve since taken it down). While I don’t smoke, I am delighted at the idea of someone ordering this site-to-store, just so they can say “I gotta stop at Walmart to pick up that bong I ordered.” "
1/5/20 16:49,"Prime example of ppl following a silly trend. Wearing these ugly ass fat-bottom shoes just cuz it has an expensive brand name on it. If Walmart sold these exact shoes with ""Faded Glory"" on it, u mf's wouldn't think to pick them up. Cut the bullshit &amp; stop dressing like an ass! "
1/5/20 16:33,"Kassidy won't stop tryin to convince me that Walmart pick up is better then Kroger pick up I'm savin anywhere between $15-50, get fuel points, &amp; don't have to go in at Kroger's. Walmart has no benefit besides not going in. $34 saved last time and .50c off every gal of gas atm"
1/5/20 16:33,"So @Walmart I'm an elementary school teacher, always ""stopped"" by to pick up things my class needed or school didn't have. But for some reason you NO-LONGER have the small blue carry baskets? Carts are a PIA. So now I travel and extra 10 mi. round Trip to Target. Store #2581 Why? "
1/5/20 15:07,swear the best thing Walmart ever did was introduce grocery pick up 
1/5/20 14:57,@Walmart if I can’t place my grocery order before 8 am and pick up same day....why even bother? This is 2nd time it’s happened. So I ordered with @AlbertsonsMkt instead!#549
1/5/20 14:50,Hey @JEarnhardt1 not sure how many of these are out there. But had to pick this up when I saw it at Walmart. Very cool 
1/5/20 13:52,Curb side grocery pick up @Walmart is the greatest thing !!!! I save money and can grab my groceries in my jammies on Sunday morning. lol.
1/5/20 13:30,"On line groceries pick up was a good idea, until you are waiting the same amount of time that you would of spent inside the store #Walmart"
1/5/20 9:52,smelling undeniably like pussy as i waltz into the neighborhood walmart supercenter 2 pick up some postcoital cotton candy ice cream!
1/5/20 6:31,"My sister and I were just talking about how we haven't used the online grocery shopping/ curb side pick up yet at Walmart or Target! I need try it sometime! And also- same, I order things I forget with Amazon prime sometimes lol!"
1/5/20 5:53,Groceries ordered oniline for pick up tomorrow between 1 and 2pm!!!! @Walmart FTW! 
1/5/20 4:49,"I bent down to pick up my ferret just now and I ripped my VS pajama pants, meanwhile I've got a whole drawer full of Walmart pajamas that I've had since I was like 13. @VictoriasSecret wtf man?"
1/5/20 4:47,mom I’m scared please pick me up from Walmart
1/5/20 4:18,"When the coupons come out in the circular , she picks them up at Walmart."
1/5/20 3:38,"I had to go to Walmart earlier today to pick up my ""Please Don't Kill Anyone Today"" medicine and there was this jerky kid who kept grabbing my cart while I was doing some residual… https://www.instagram.com/p/B67FO53l9uHk6J6a8bWbmFZG9TAegaB_UDXuFQ0/?igshid=1wsz8dcu99vdh"
1/5/20 3:27,That’s why you price match. Download the Walmart app and everything you pick up search the app and I bet Walmart have it cheaper then you just price match it 
1/5/20 3:04,"Do Walmart pick up bae, you don’t know what you’re missing"
1/5/20 2:56,My only plan tonight is to pick up a prescription from Walmart and get Taco Bell 
1/5/20 1:30,"On my way back to Walmart to pick up evening primrose oil cause my midwife suggested it, anyone have any success stories? I am willing to do anything (besides castor oil ofc) to avoid medical induction cause I really really want my homebirth to happen."
1/5/20 0:38,I’ve been sitting to pick up my Walmart order for 40 minutes wtf is going on 
1/5/20 0:30,Dryers don't like snooty warm up pants. Pick up two from Walmart for about 12 bucks and the Dryer will lay them out warm and toasty and folded. Socks same thing.
1/5/20 0:00,Walmart pick up is life changing. Why did I wait so long. Plus I had a $10 off for my first one and Ibotta rebates!
